"filename", "language", "Markdown", "JavaScript", "JSON", "CSS", "JSON with Comments", "XML", "TypeScript", "HTML", "SCSS", "comment", "blank", "total"
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/sections/LicensePartners.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/sections/SmartEcoSystemFeatures.js", "JavaScript", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 1, 238
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/sections/SupportedBlockchainsCarousel.js", "JavaScript", 0, 156, 0, 0, 0, 0, 0, 0, 0, 1, 4, 161
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/sections/TokenTokenomicsStats.js", "JavaScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 5, 135
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/sections/VenturePartners.js", "JavaScript", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 3, 270
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/SmartEcoSystemTabs.js", "JavaScript", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 15, 168
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/bridge-tokens/BridgeSwap.js", "JavaScript", 0, 1146, 0, 0, 0, 0, 0, 0, 0, 44, 166, 1356
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/bridge-tokens/CheckAuthenticityPopup.js", "JavaScript", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 6, 138
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/bridge-tokens/DestinationTokensPopup.js", "JavaScript", 0, 425, 0, 0, 0, 0, 0, 0, 0, 9, 29, 463
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/bridge-tokens/SourceTokenPopup.js", "JavaScript", 0, 444, 0, 0, 0, 0, 0, 0, 0, 25, 35, 504
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/native-tokens/DagenSwap.js", "JavaScript", 0, 298, 0, 0, 0, 0, 0, 0, 0, 176, 25, 499
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/native-tokens/NativeSwap.js", "JavaScript", 0, 243, 0, 0, 0, 0, 0, 0, 0, 3, 36, 282
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/native-tokens/NativeSwapSuccess.js", "JavaScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 12, 1, 101
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/tabs/native-tokens/SmartSwap.js", "JavaScript", 0, 951, 0, 0, 0, 0, 0, 0, 0, 38, 101, 1090
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/components/withdraw_token.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 1, 18, 72
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/config/constantConfig.js", "JavaScript", 0, 194, 0, 0, 0, 0, 0, 0, 0, 179, 46, 419
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/config/decimalConfig.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/config/notificationConfig.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 7, 55
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/config/web3Config.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 23, 28, 132
"/home/tundak/Projects/judge/SwampV2/UI/SmartSwap_frontend/src/constants.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 3, 20, 105
